Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
19,1922,C,Harry McCurdy,22,13,28,27,3,8,2,2,0,5,0,0,1,1,0.296,0.321,0.519,0.84,118,14,0,0,0,0,0,Left,No
20,1922,C,Ernie Vick,21,3,6,6,1,2,2,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,157,4,0,0,0,0,0,Right,No
21,1922,IF,Howard Freigau,19,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1922,P,Jeff Pfeffer,34,45,104,98,3,24,6,0,0,12,0,0,4,17,0.245,0.275,0.306,0.581,53,30,0,0,2,0,0,Right,No
23,1922,P,Bill Sherdel,25,48,92,88,11,17,2,1,1,10,0,0,2,10,0.193,0.211,0.273,0.484,27,24,0,0,2,0,0,Left,No
24,1922,P,Jesse Haines,28,30,75,72,6,12,1,1,0,3,1,0,1,16,0.167,0.178,0.208,0.386,1,15,0,0,1,0,0,Right,No
25,1922,P,Bill Doak,31,37,63,54,2,7,0,0,0,2,0,0,1,20,0.13,0.161,0.13,0.29,-23,7,0,1,7,0,0,Right,No
26,1922,P,Lou North,31,53,50,47,5,11,0,1,1,5,0,0,1,3,0.234,0.25,0.34,0.59,54,16,0,0,2,0,0,Right,No
27,1922,P,Clyde Barfoot,30,42,38,34,3,12,1,1,0,4,0,0,4,3,0.353,0.421,0.441,0.862,127,15,0,0,0,0,0,Right,No
28,1922,P,Bill Pertica,23,35,33,33,3,6,1,1,0,0,0,0,0,13,0.182,0.182,0.273,0.455,18,9,0,0,0,0,0,Right,No
29,1922,P,Epp Sell,25,7,15,12,3,4,1,0,0,1,0,0,1,4,0.333,0.385,0.417,0.801,111,5,0,0,2,0,0,Right,No
30,1922,P,Roy Walker,29,12,8,7,0,1,0,0,0,1,0,0,0,3,0.143,0.143,0.143,0.286,-25,1,0,0,1,0,0,Right,No
31,1922,P,Bill Bailey,34,12,7,7,0,2,0,0,0,0,0,0,0,1,0.286,0.286,0.286,0.571,51,2,0,0,0,0,0,Left,No
32,1922,P,Eddie Dyer,22,6,3,3,1,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,157,2,0,0,0,0,0,Left,No
33,1922,P,Jack Knight,27,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,164,1,0,0,0,0,0,Left,No
34,1922,P,Marv Goodwin,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,1922,P,Johnny Stuart,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1922,P,Sid Benton,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1921,C,Verne Clemons,29,117,381,341,29,109,16,2,2,48,0,0,33,17,0.32,0.38,0.396,0.776,108,135,0,0,7,0,0,Right,No
2,1921,1B,Jack Fournier,28,149,661,574,103,197,27,9,16,86,20,22,56,48,0.343,0.409,0.505,0.914,144,290,0,8,23,0,0,Left,No
3,1921,2B,Rogers Hornsby,25,154,674,592,131,235,44,18,21,126,13,13,60,48,0.397,0.458,0.639,1.097,191,378,0,7,15,0,0,Right,No
4,1921,SS,Doc Lavan,30,150,609,560,58,145,23,11,2,82,7,7,23,30,0.259,0.291,0.35,0.641,71,196,0,2,22,0,0,Right,No
5,1921,3B,Milt Stock,27,149,672,587,96,180,27,6,3,84,11,3,48,26,0.307,0.36,0.388,0.748,101,228,0,1,36,0,0,Right,No
6,1921,OF,Austin McHenry,25,152,629,574,92,201,37,8,17,102,10,20,38,48,0.35,0.393,0.531,0.924,145,305,0,2,14,0,0,Right,No
7,1921,OF,Jack Smith,26,116,439,411,86,135,22,9,7,33,11,6,21,24,0.328,0.361,0.477,0.838,123,196,0,0,7,0,0,Left,No
8,1921,OF,Les Mann,27,97,289,256,57,84,12,7,7,30,5,5,23,28,0.328,0.39,0.512,0.902,140,131,0,3,7,0,0,Right,No
9,1921,OF,Joe Schultz,27,92,304,275,37,85,20,3,6,45,4,3,15,11,0.309,0.347,0.469,0.816,117,129,0,1,13,0,0,Right,No
10,1921,OF,Heinie Mueller,21,55,193,176,25,62,10,6,1,34,2,4,11,22,0.352,0.397,0.494,0.891,137,87,0,2,4,0,0,Left,No
11,1921,OF,Cliff Heathcote,23,62,177,156,18,38,6,2,0,9,7,5,10,9,0.244,0.293,0.308,0.601,61,48,0,1,10,0,0,Left,No
12,1921,C,Pickles Dillhoefer,27,76,175,162,19,39,4,4,0,15,2,1,11,7,0.241,0.289,0.315,0.604,62,51,0,0,2,0,0,Right,No
13,1921,C,Eddie Ainsmith,31,27,66,62,5,18,0,1,0,5,0,0,3,4,0.29,0.323,0.323,0.646,74,20,0,0,1,0,0,Right,No
14,1921,MI,George Toporcer,22,22,57,53,4,14,1,0,0,2,1,0,3,4,0.264,0.304,0.283,0.587,58,15,0,0,1,0,0,Left,No
15,1921,OF,Burt Shotton,36,38,56,48,9,12,1,1,1,7,0,2,7,4,0.25,0.357,0.375,0.732,96,18,0,1,0,0,0,Left,No
16,1921,IF,Hal Janvrin,28,18,35,32,5,9,1,0,0,5,1,0,1,0,0.281,0.303,0.313,0.616,65,10,0,0,2,0,0,Right,No
17,1921,C,Charlie Niebergall,22,5,6,6,1,1,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.333,-10,1,0,0,0,0,0,Right,No
18,1921,1B,Herb Hunter,25,9,3,2,3,0,0,0,0,0,0,3,1,0,0.0,0.333,0.0,0.333,-3,0,0,0,0,0,0,Left,No
19,1921,OF,Howie Jones,24,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
20,1921,,George Gilham,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,1921,,Lew McCarty,32,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1921,,Walt Irwin,23,4,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,1921,SS,Reuben Ewing,21,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
24,1921,P,Jesse Haines,27,39,99,94,9,17,1,0,0,6,0,0,1,23,0.181,0.189,0.191,0.381,2,18,0,0,4,0,0,Right,No
25,1921,P,Bill Doak,30,32,80,70,4,10,2,1,0,1,0,0,0,28,0.143,0.143,0.2,0.343,-9,14,0,0,10,0,0,Right,No
26,1921,P,Bill Pertica,22,38,77,70,5,10,2,0,0,2,0,0,2,16,0.143,0.167,0.171,0.338,-9,12,0,0,5,0,0,Right,No
27,1921,P,Roy Walker,28,38,60,54,2,11,2,0,0,2,0,0,2,20,0.204,0.232,0.241,0.473,27,13,0,0,4,0,0,Right,No
28,1921,P,Bill Sherdel,24,39,48,44,2,5,0,0,0,4,0,0,4,7,0.114,0.188,0.114,0.301,-17,5,0,0,0,0,0,Left,No
29,1921,P,Jeff Pfeffer,33,18,36,29,2,4,1,0,0,1,0,0,2,7,0.138,0.219,0.172,0.391,6,5,0,1,4,0,0,Right,No
30,1921,P,Bill Bailey,33,19,23,22,0,2,0,0,0,0,0,0,1,5,0.091,0.13,0.091,0.221,-40,2,0,0,0,0,0,Left,No
31,1921,P,Lou North,30,40,20,19,2,3,0,0,0,1,0,0,1,4,0.158,0.2,0.158,0.358,-3,3,0,0,0,0,0,Right,No
32,1921,P,Ferdie Schupp,30,9,15,14,2,4,0,0,0,3,0,0,0,3,0.286,0.286,0.286,0.571,54,4,0,0,1,0,0,Right,No
33,1921,P,Tink Riviere,21,18,11,8,2,3,1,0,0,0,0,0,3,3,0.375,0.545,0.5,1.045,182,4,0,0,0,0,0,Right,No
34,1921,P,Marv Goodwin,30,14,10,6,0,0,0,0,0,0,0,0,1,2,0.0,0.143,0.0,0.143,-58,0,0,0,3,0,0,Right,No
35,1921,P,Jakie May,25,5,7,6,0,2,0,0,0,0,0,0,1,0,0.333,0.429,0.333,0.762,107,2,0,0,0,0,0,Right,No
36,1921,P,Mike Kircher,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
1,1920,C,Verne Clemons,28,112,378,338,17,95,10,6,1,36,1,1,30,12,0.281,0.34,0.355,0.695,101,120,0,0,10,0,0,Right,No
2,1920,1B,Jack Fournier,27,141,608,530,77,162,33,14,3,61,26,20,42,42,0.306,0.37,0.438,0.808,133,232,0,12,24,0,0,Left,No
3,1920,2B,Rogers Hornsby,24,149,660,589,96,218,44,20,9,94,12,15,60,50,0.37,0.431,0.559,0.99,185,329,0,3,8,0,0,Right,No
4,1920,SS,Doc Lavan,29,142,569,516,52,149,21,10,1,63,11,14,19,38,0.289,0.318,0.374,0.692,100,193,0,3,31,0,0,Right,No
5,1920,3B,Milt Stock,26,155,708,639,85,204,28,6,0,76,15,17,40,27,0.319,0.36,0.382,0.742,115,244,0,1,28,0,0,Right,No
6,1920,OF,Cliff Heathcote,22,133,532,489,55,139,18,8,3,56,21,14,25,31,0.284,0.32,0.372,0.693,100,182,0,1,16,0,0,Left,No
7,1920,OF,Austin McHenry,24,137,542,504,66,142,19,11,10,65,8,11,25,73,0.282,0.316,0.423,0.738,113,213,0,0,13,0,0,Right,No
8,1920,OF,Joe Schultz,26,99,353,320,38,84,5,5,0,32,5,4,21,11,0.263,0.308,0.309,0.617,79,99,0,0,12,0,0,Right,No
9,1920,OF,Jack Smith,25,91,346,313,53,104,22,5,1,28,14,9,25,23,0.332,0.385,0.444,0.829,140,139,0,2,6,0,0,Left,No
10,1920,UT,Hal Janvrin,27,87,295,270,33,74,8,4,1,28,5,6,17,19,0.274,0.317,0.344,0.662,91,93,0,0,8,0,0,Right,No
11,1920,C,Pickles Dillhoefer,26,76,242,224,26,59,8,3,0,13,2,1,13,7,0.263,0.304,0.326,0.63,82,73,0,0,3,0,0,Right,No
12,1920,OF,Burt Shotton,35,62,203,180,28,41,5,0,1,12,5,1,18,14,0.228,0.305,0.272,0.577,68,49,0,2,3,0,0,Left,No
13,1920,UT,Mike Knode,24,42,78,65,11,15,1,1,0,12,0,1,5,6,0.231,0.306,0.277,0.582,69,18,0,2,5,0,0,Right,No
14,1920,OF,Heinie Mueller,20,4,24,22,0,7,1,0,0,1,1,0,2,4,0.318,0.375,0.364,0.739,114,8,0,0,0,0,0,Left,No
15,1920,C,Lew McCarty,31,5,12,7,0,2,0,0,0,0,0,0,5,0,0.286,0.583,0.286,0.869,157,2,0,0,0,0,0,Right,No
16,1920,C,Tim Griesenbeck,22,5,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,93,1,0,0,0,0,0,Right,No
17,1920,C,George Gilham,20,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
18,1920,C,Bill Schindler,23,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
19,1920,OF,Ed Hock,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
20,1920,P,Jesse Haines,26,48,115,108,6,19,5,0,1,2,0,0,3,26,0.176,0.198,0.25,0.448,29,27,0,0,4,0,0,Right,No
21,1920,P,Bill Doak,29,39,101,88,4,10,0,0,0,5,0,0,5,37,0.114,0.161,0.114,0.275,-20,10,0,0,8,0,0,Right,No
22,1920,P,Ferdie Schupp,29,39,96,86,11,22,7,1,0,6,0,0,6,18,0.256,0.304,0.36,0.665,92,31,0,0,4,0,0,Right,No
23,1920,P,Bill Sherdel,23,49,70,63,4,14,1,1,1,2,0,0,3,5,0.222,0.258,0.317,0.575,66,20,0,0,2,0,0,Left,No
24,1920,P,Marv Goodwin,29,32,41,35,4,7,0,0,0,1,0,0,3,8,0.2,0.263,0.2,0.463,35,7,0,0,3,0,0,Right,No
25,1920,P,Lou North,29,26,33,31,2,7,1,0,0,3,0,0,1,7,0.226,0.25,0.258,0.508,47,8,0,0,1,0,0,Right,No
26,1920,P,Elmer Jacobs,27,23,30,26,2,5,1,0,0,2,0,0,1,7,0.192,0.222,0.231,0.453,31,6,0,0,3,0,0,Right,No
27,1920,P,Jakie May,24,16,25,22,2,5,0,1,0,0,0,0,3,8,0.227,0.32,0.318,0.638,85,7,0,0,0,0,0,Right,No
28,1920,P,Mike Kircher,22,9,11,11,2,3,0,0,0,1,0,0,0,3,0.273,0.273,0.273,0.545,58,3,0,0,0,0,0,Right,Yes
29,1920,P,Tony Lyons,29,7,8,7,0,1,0,0,0,1,0,0,1,2,0.143,0.25,0.143,0.393,16,1,0,0,0,0,0,Right,No
30,1920,P,Walt Schulz,20,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,1920,P,Hal Kime,22,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
32,1920,P,George Scott,24,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1920,P,Oscar Tuero,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,1920,P,Bob Glenn,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1919,C,Verne Clemons,27,88,270,239,14,63,13,2,2,22,4,0,26,13,0.264,0.336,0.36,0.696,114,86,0,0,5,0,0,Right,No
2,1919,1B,Dots Miller,32,101,378,346,38,80,10,4,1,24,6,0,13,23,0.231,0.265,0.292,0.557,71,101,0,3,16,0,0,Right,No
3,1919,2B,Milt Stock,25,135,561,492,56,151,16,4,0,52,17,0,49,21,0.307,0.371,0.356,0.727,124,175,0,1,18,0,0,Right,No
4,1919,SS,Doc Lavan,28,100,376,356,25,86,12,2,1,25,4,0,11,30,0.242,0.264,0.295,0.559,72,105,0,0,9,0,0,Right,No
5,1919,3B,Rogers Hornsby,23,138,577,512,68,163,15,9,8,71,17,0,48,41,0.318,0.384,0.43,0.814,150,220,0,7,10,0,0,Right,No
6,1919,OF,Cliff Heathcote,21,114,433,401,53,112,13,4,1,29,27,0,20,41,0.279,0.315,0.339,0.654,101,136,0,1,11,0,0,Left,No
7,1919,OF,Austin McHenry,23,110,403,371,41,106,19,11,1,47,7,0,19,57,0.286,0.322,0.404,0.727,122,150,0,1,12,0,0,Right,No
8,1919,OF,Jack Smith,24,119,451,408,47,91,16,3,0,15,30,0,26,29,0.223,0.271,0.277,0.548,69,113,0,1,16,0,0,Left,No
9,1919,OF,Burt Shotton,34,85,299,270,35,77,13,5,1,20,16,0,22,25,0.285,0.341,0.381,0.723,122,103,0,1,6,0,0,Left,No
10,1919,OF,Joe Schultz,25,88,246,229,24,58,9,1,2,21,4,0,11,7,0.253,0.288,0.328,0.615,89,75,0,0,5,0,0,Right,No
11,1919,C,Frank Snyder,25,50,165,154,7,28,4,2,0,14,2,0,5,13,0.182,0.213,0.234,0.446,37,36,0,1,5,0,0,Right,No
12,1919,1B,Gene Paulette,28,43,155,144,11,31,6,0,0,11,4,0,9,6,0.215,0.261,0.257,0.518,60,37,0,0,2,0,0,Right,No
13,1919,C,Pickles Dillhoefer,25,45,120,108,11,23,3,2,0,12,5,0,8,6,0.213,0.267,0.278,0.545,68,30,0,0,3,0,0,Right,No
14,1919,1B,Fritz Mollwitz,29,25,93,83,7,19,3,0,0,5,2,0,7,3,0.229,0.289,0.265,0.554,71,22,0,0,3,0,0,Right,No
15,1919,3B,Doug Baird,27,16,37,33,4,7,0,1,0,4,2,0,2,3,0.212,0.257,0.273,0.53,63,9,0,0,2,0,0,Right,No
16,1919,1B,Roy Leslie,24,12,28,24,2,5,1,0,0,4,0,0,4,3,0.208,0.321,0.25,0.571,77,6,0,0,0,0,0,Right,No
17,1919,UT,Walton Cruise,29,9,22,21,0,2,1,0,0,0,0,0,1,6,0.095,0.136,0.143,0.279,-14,3,0,0,0,0,0,Left,No
18,1919,IF,Hal Janvrin,26,7,17,14,1,3,1,0,0,1,0,0,2,2,0.214,0.313,0.286,0.598,84,4,0,0,1,0,0,Right,No
19,1919,2B,Bob Fisher,32,3,12,11,0,3,1,0,0,1,0,0,0,2,0.273,0.273,0.364,0.636,95,4,0,0,1,0,0,Right,No
20,1919,IF,Sam Fishburn,26,9,6,6,0,2,1,0,0,2,0,0,0,0,0.333,0.333,0.5,0.833,154,3,0,0,0,0,0,Right,No
21,1919,SS,Wally Kimmick,22,2,2,1,1,0,0,0,0,0,1,0,1,0,0.0,0.5,0.0,0.5,60,0,0,0,0,0,0,Right,No
22,1919,,Mike Pasquella,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,1919,P,Bill Doak,28,31,72,64,2,7,0,0,0,2,0,0,2,20,0.109,0.149,0.109,0.259,-20,7,0,1,5,0,0,Right,No
24,1919,P,Marv Goodwin,28,34,67,60,7,12,0,1,0,2,0,0,6,6,0.2,0.273,0.233,0.506,56,14,0,0,1,0,0,Right,No
25,1919,P,Bill Sherdel,22,40,51,48,1,13,2,0,0,5,0,0,1,8,0.271,0.3,0.313,0.613,88,15,0,1,0,0,0,Left,No
26,1919,P,Oscar Tuero,25,45,45,39,4,8,1,0,0,6,0,0,4,9,0.205,0.279,0.231,0.51,57,9,0,0,2,0,0,Right,No
27,1919,P,Jakie May,23,28,41,37,0,6,0,0,0,0,0,0,1,11,0.162,0.184,0.162,0.346,7,6,0,0,3,0,0,Right,No
28,1919,P,Lee Meadows,24,22,31,29,2,3,1,0,0,0,0,0,1,8,0.103,0.133,0.138,0.271,-17,4,0,0,1,0,0,Left,No
29,1919,P,Elmer Jacobs,26,17,26,23,0,8,2,1,0,0,0,0,1,4,0.348,0.375,0.522,0.897,174,12,0,0,1,0,0,Right,No
30,1919,P,Ferdie Schupp,28,10,24,20,2,1,0,0,1,2,0,0,3,7,0.05,0.174,0.2,0.374,15,4,0,0,1,0,0,Right,No
31,1919,P,Frank Woodward,25,17,23,21,0,1,0,0,0,0,0,0,1,5,0.048,0.091,0.048,0.139,-57,1,0,0,1,0,0,Right,No
32,1919,P,Red Ames,36,23,19,18,0,4,0,0,0,1,0,0,0,7,0.222,0.222,0.222,0.444,37,4,0,0,1,0,0,Right,Yes
33,1919,P,Bill Bolden,26,3,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,105,1,0,0,0,0,0,Right,No
34,1919,P,Oscar Horstmann,28,6,3,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,208,1,0,0,1,0,0,Right,No
35,1919,P,Will Koenigsmark,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1919,P,Art Reinhart,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
37,1919,P,Roy Parker,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1918,C,Mike González,27,117,394,349,33,88,13,4,3,20,14,0,39,30,0.252,0.327,0.338,0.665,106,118,0,0,4,0,0,Right,No
2,1918,1B,Gene Paulette,27,125,507,461,33,126,15,3,0,52,11,0,27,16,0.273,0.316,0.319,0.635,97,147,0,2,16,0,0,Right,No
3,1918,2B,Bob Fisher,31,63,267,246,36,78,11,3,2,20,7,0,15,11,0.317,0.356,0.411,0.767,138,101,0,0,5,0,0,Right,No
4,1918,SS,Rogers Hornsby,22,115,466,416,51,117,19,11,5,60,8,0,40,43,0.281,0.349,0.416,0.764,137,173,0,3,7,0,0,Right,No
5,1918,3B,Doug Baird,26,82,355,316,41,78,12,8,2,25,25,0,25,42,0.247,0.304,0.354,0.659,104,112,0,1,12,0,0,Right,No
6,1918,OF,Cliff Heathcote,20,88,375,348,37,90,12,3,4,32,12,0,20,40,0.259,0.301,0.345,0.646,100,120,0,1,6,0,0,Left,No
7,1918,OF,Austin McHenry,22,80,312,272,32,71,12,6,1,29,8,0,21,24,0.261,0.319,0.36,0.679,110,98,0,2,13,0,0,Right,No
8,1918,OF,Walton Cruise,28,70,280,240,34,65,5,4,6,39,2,0,30,26,0.271,0.359,0.4,0.759,135,96,0,3,7,0,0,Left,No
9,1918,UT,Bruno Betzel,23,76,248,230,18,51,6,7,0,13,8,0,12,16,0.222,0.26,0.309,0.569,76,71,0,0,6,0,0,Right,No
10,1918,OF,Jack Smith,23,42,181,166,24,35,2,1,0,4,5,0,7,21,0.211,0.26,0.235,0.495,54,39,0,4,4,0,0,Left,No
11,1918,1B,Charlie Grimm,19,50,157,141,11,31,7,0,0,12,2,0,6,15,0.22,0.262,0.27,0.531,65,38,0,2,6,0,0,Left,No
12,1918,OF,George Anderson,28,35,154,132,20,39,4,5,0,6,0,0,15,7,0.295,0.38,0.402,0.782,142,53,0,3,4,0,0,Left,No
13,1918,OF,Red Smyth,27,40,132,113,19,24,1,2,0,4,3,0,16,11,0.212,0.315,0.257,0.572,78,29,0,1,2,0,0,Left,No
14,1918,C,Frank Snyder,24,39,120,112,5,28,7,1,0,10,4,0,6,13,0.25,0.288,0.33,0.618,92,37,0,0,2,0,0,Right,No
15,1918,MI,Bobby Wallace,44,32,108,98,3,15,1,0,0,4,1,0,6,9,0.153,0.202,0.163,0.365,14,16,0,0,4,0,0,Right,No
16,1918,2B,Bert Niehoff,34,22,90,84,5,15,2,0,0,5,2,0,3,10,0.179,0.207,0.202,0.409,27,17,0,0,3,0,0,Right,No
17,1918,3B,Herman Bronkie,33,18,75,68,7,15,3,0,1,7,0,0,2,4,0.221,0.243,0.309,0.552,71,21,0,0,4,0,0,Right,No
18,1918,C,John Brock,21,27,57,52,9,11,2,0,0,4,5,0,3,10,0.212,0.255,0.25,0.505,57,13,0,0,2,0,0,Right,No
19,1918,OF,Johnny Beall,36,19,56,49,2,11,1,0,0,6,0,0,3,6,0.224,0.269,0.245,0.514,60,12,0,0,4,0,0,Left,No
20,1918,UT,Marty Kavanagh,27,12,50,44,6,8,1,0,1,8,1,0,3,1,0.182,0.234,0.273,0.507,57,12,0,0,3,0,0,Right,No
21,1918,MI,George Distel,22,8,21,17,3,3,1,1,0,1,0,0,2,3,0.176,0.263,0.353,0.616,90,6,0,0,2,0,0,Right,No
22,1918,OF,Wally Mattick,31,8,18,14,0,2,0,0,0,1,0,0,2,3,0.143,0.333,0.143,0.476,49,2,0,2,0,0,0,Right,No
23,1918,SS,Bob Larmore,21,4,7,7,0,2,0,0,0,1,0,0,0,2,0.286,0.286,0.286,0.571,77,2,0,0,0,0,0,Right,No
24,1918,OF,Dick Wheeler,20,3,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
25,1918,1B,Tony Brottem,27,2,5,4,0,0,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,-36,0,0,0,0,0,0,Right,No
26,1918,OF,Ted Menze,20,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
27,1918,P,Bill Doak,27,31,76,66,5,12,3,2,0,1,0,0,3,21,0.182,0.217,0.288,0.505,56,19,0,0,7,0,0,Right,No
28,1918,P,Red Ames,35,27,75,64,1,10,1,0,0,4,1,0,7,14,0.156,0.239,0.172,0.411,28,11,0,0,4,0,0,Right,Yes
29,1918,P,Gene Packard,30,36,75,69,3,12,2,1,0,6,0,0,2,9,0.174,0.197,0.232,0.429,33,16,0,0,4,0,0,Left,No
30,1918,P,Bill Sherdel,21,35,66,62,7,15,3,1,1,8,0,0,2,10,0.242,0.266,0.371,0.637,97,23,0,0,2,0,0,Left,No
31,1918,P,Lee Meadows,23,31,60,55,5,7,1,1,0,2,0,0,2,17,0.127,0.158,0.182,0.34,5,10,0,0,2,0,0,Left,No
32,1918,P,Jakie May,22,29,57,45,2,3,0,0,1,3,0,0,8,17,0.067,0.208,0.133,0.341,6,6,0,0,4,0,0,Right,No
33,1918,P,Oscar Tuero,24,12,12,12,2,3,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,55,3,0,0,0,0,0,Right,No
34,1918,P,Rankin Johnson,30,6,6,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,55,1,0,0,2,0,0,Right,No
35,1918,P,Oscar Horstmann,27,9,5,4,0,0,0,0,0,0,0,0,1,2,0.0,0.2,0.0,0.2,-36,0,0,0,0,0,0,Right,No
36,1918,P,Earl Howard,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1917,C,Frank Snyder,23,115,346,313,18,74,9,2,1,33,4,0,27,43,0.236,0.301,0.288,0.589,83,90,0,2,4,0,0,Right,No
2,1917,1B,Gene Paulette,26,95,360,332,32,88,21,7,0,34,9,0,16,16,0.265,0.303,0.37,0.673,109,123,0,2,10,0,0,Right,No
3,1917,2B,Dots Miller,30,148,598,544,61,135,15,9,2,45,14,0,33,52,0.248,0.295,0.32,0.615,91,174,0,3,18,0,0,Right,No
4,1917,SS,Rogers Hornsby,21,145,589,523,86,171,24,17,8,66,17,0,45,34,0.327,0.385,0.484,0.868,169,253,0,4,17,0,0,Right,No
5,1917,3B,Doug Baird,25,104,407,364,38,92,19,12,0,24,18,0,23,52,0.253,0.301,0.371,0.672,108,135,0,2,18,0,0,Right,No
6,1917,OF,Jack Smith,22,137,515,462,64,137,16,11,3,34,25,0,38,65,0.297,0.351,0.398,0.75,132,184,0,1,14,0,0,Left,No
7,1917,OF,Tom Long,27,144,582,530,49,123,12,14,3,41,21,0,37,44,0.232,0.285,0.325,0.609,89,172,0,2,12,0,0,Right,No
8,1917,OF,Walton Cruise,27,153,590,529,70,156,20,10,5,59,16,0,38,73,0.295,0.343,0.399,0.742,130,211,0,1,21,0,0,Left,No
9,1917,UT,Bruno Betzel,22,106,358,328,24,71,4,3,1,17,9,0,20,47,0.216,0.266,0.256,0.522,62,84,0,2,8,0,0,Right,No
10,1917,UT,Mike González,26,106,323,290,28,76,8,1,1,28,12,0,22,24,0.262,0.316,0.307,0.623,94,89,0,1,9,0,0,Right,No
11,1917,3B,Fred Smith,25,56,186,165,11,30,0,2,1,17,4,0,17,22,0.182,0.262,0.224,0.487,52,37,0,1,3,0,0,Right,No
12,1917,OF,Bob Bescher,33,42,134,110,10,17,1,1,1,8,3,0,20,13,0.155,0.29,0.209,0.499,56,23,0,1,3,0,0,Right,Yes
13,1917,OF,Red Smyth,26,38,78,72,5,15,0,2,0,4,3,0,4,9,0.208,0.269,0.264,0.533,66,19,0,2,0,0,0,Left,No
