Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
14,1917,C,Paddy Livingston,37,7,20,20,0,4,0,0,0,2,2,0,0,1,0.2,0.2,0.2,0.4,24,4,0,0,0,0,0,Right,No
15,1917,3B,Tony DeFate,22,14,18,14,0,2,0,0,0,1,0,0,4,5,0.143,0.333,0.143,0.476,50,2,0,0,0,0,0,Right,No
16,1917,C,John Brock,20,7,15,15,4,6,1,0,0,2,2,0,0,2,0.4,0.4,0.467,0.867,169,7,0,0,0,0,0,Right,No
17,1917,IF,Bobby Wallace,43,8,12,10,0,1,0,0,0,2,0,0,0,1,0.1,0.1,0.1,0.2,-38,1,0,0,2,0,0,Right,No
18,1917,UT,Stuffy Stewart,23,13,9,9,4,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
19,1917,SS,Ike McAuley,25,3,9,7,0,2,0,0,0,1,0,0,0,1,0.286,0.286,0.286,0.571,78,2,0,0,2,0,0,Right,Yes
20,1917,C,Jack Roche,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,1917,P,Bill Doak,26,44,100,95,5,12,1,0,0,3,0,0,3,34,0.126,0.153,0.137,0.29,-10,13,0,0,2,0,0,Right,No
22,1917,P,Lee Meadows,22,43,97,89,5,9,1,0,0,4,0,0,1,32,0.101,0.111,0.112,0.223,-31,10,0,0,7,0,0,Left,No
23,1917,P,Red Ames,34,43,73,64,3,12,1,2,0,7,0,0,6,23,0.188,0.257,0.266,0.523,62,17,0,0,3,0,0,Right,Yes
24,1917,P,Gene Packard,29,36,56,52,4,15,2,0,0,1,0,0,2,11,0.288,0.315,0.327,0.642,99,17,0,0,0,0,0,Left,No
25,1917,P,Milt Watson,27,41,51,51,5,5,1,0,0,1,0,0,0,15,0.098,0.098,0.118,0.216,-33,6,0,0,0,0,0,Right,No
26,1917,P,Oscar Horstmann,26,35,50,46,1,9,2,0,0,2,0,0,2,13,0.196,0.229,0.239,0.468,45,11,0,0,2,0,0,Right,No
27,1917,P,Marv Goodwin,26,14,29,23,2,4,0,0,0,0,0,0,1,5,0.174,0.208,0.174,0.382,19,4,0,0,5,0,0,Right,No
28,1917,P,Bob Steele,23,12,13,13,2,5,1,0,0,0,0,0,0,0,0.385,0.385,0.462,0.846,162,6,0,0,0,0,0,Right,Yes
29,1917,P,George Pierce,29,5,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
30,1917,P,Jakie May,21,15,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,1917,P,Lou North,26,5,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1917,P,Bruce Hitt,20,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1917,P,Tim Murchison,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1916,C,Mike González,25,118,373,331,33,79,15,4,0,29,5,0,28,18,0.239,0.304,0.308,0.612,90,102,0,3,8,0,0,Right,No
2,1916,1B,Dots Miller,29,143,560,505,47,120,22,7,1,46,18,0,40,49,0.238,0.3,0.315,0.615,90,159,0,5,10,0,0,Right,No
3,1916,2B,Bruno Betzel,21,142,560,510,49,119,15,11,1,37,22,16,39,77,0.233,0.288,0.312,0.6,86,159,0,0,11,0,0,Right,No
4,1916,SS,Roy Corhan,28,92,322,295,30,62,6,3,0,18,15,0,20,31,0.21,0.265,0.251,0.516,60,74,0,2,5,0,0,Right,No
5,1916,3B,Rogers Hornsby,20,139,550,495,63,155,17,15,6,65,17,0,40,63,0.313,0.369,0.444,0.814,151,220,0,4,11,0,0,Right,No
6,1916,OF,Bob Bescher,32,151,636,561,78,132,24,8,6,43,39,12,60,50,0.235,0.316,0.339,0.654,103,190,0,6,9,0,0,Right,Yes
7,1916,OF,Jack Smith,21,130,401,357,43,87,6,5,6,34,24,16,20,50,0.244,0.291,0.339,0.63,95,121,0,4,19,0,0,Left,No
8,1916,OF,Owen Wilson,32,120,389,355,30,85,8,2,3,32,4,0,20,46,0.239,0.289,0.299,0.588,82,106,0,5,9,0,0,Left,No
9,1916,UT,Frank Snyder,22,132,430,406,23,105,12,4,0,39,7,0,18,31,0.259,0.29,0.308,0.598,85,125,0,0,6,0,0,Right,No
10,1916,OF,Tom Long,26,119,424,403,37,118,11,10,1,33,21,14,10,43,0.293,0.312,0.377,0.689,113,152,0,1,9,0,0,Right,No
11,1916,3B,Zinn Beck,30,62,201,184,8,41,7,1,0,10,3,0,14,21,0.223,0.281,0.272,0.553,72,50,0,1,2,0,0,Right,No
12,1916,UT,Art Butler,28,86,121,110,9,23,5,0,0,7,3,0,7,12,0.209,0.256,0.255,0.511,58,28,0,0,2,0,0,Right,No
13,1916,SS,Sam Bohne,19,14,43,38,3,9,0,0,0,0,3,0,4,6,0.237,0.31,0.237,0.546,70,9,0,0,0,0,0,Right,No
14,1916,UT,Tony Brottem,25,26,36,33,3,6,1,0,0,4,1,0,3,10,0.182,0.25,0.212,0.462,44,7,0,0,0,0,0,Right,No
15,1916,2B,Stuffy Stewart,22,9,17,17,0,3,0,0,0,1,0,0,0,3,0.176,0.176,0.176,0.353,9,3,0,0,0,0,0,Right,No
16,1916,2B,Miller Huggins,38,18,15,9,2,3,0,0,0,0,0,0,2,3,0.333,0.5,0.333,0.833,160,3,0,1,3,0,0,Right,Yes
17,1916,OF,Walton Cruise,26,3,4,3,0,2,0,0,0,0,0,0,1,0,0.667,0.75,0.667,1.417,340,2,0,0,0,0,0,Left,No
18,1916,P,Lee Meadows,21,51,98,95,3,15,3,2,0,4,0,0,0,32,0.158,0.158,0.232,0.389,20,22,0,0,3,0,0,Left,No
19,1916,P,Red Ames,33,45,73,68,3,12,0,1,0,1,0,0,3,19,0.176,0.211,0.206,0.417,29,14,0,0,2,0,0,Right,Yes
20,1916,P,Bill Doak,25,29,67,62,3,8,1,1,0,2,0,0,1,21,0.129,0.143,0.177,0.32,-1,11,0,0,4,0,0,Right,No
21,1916,P,Bob Steele,22,29,51,51,0,10,0,0,0,0,0,0,0,11,0.196,0.196,0.196,0.392,22,10,0,0,0,0,0,Right,Yes
22,1916,P,Milt Watson,26,18,34,32,0,7,0,0,0,1,0,0,0,9,0.219,0.242,0.219,0.461,43,7,0,1,1,0,0,Right,No
23,1916,P,Hi Jasper,30,21,33,33,2,7,0,0,1,3,0,0,0,16,0.212,0.212,0.303,0.515,59,10,0,0,0,0,0,Right,No
24,1916,P,Steamboat Williams,24,36,27,24,3,5,1,0,0,1,0,0,3,6,0.208,0.296,0.25,0.546,70,6,0,0,0,0,0,Left,No
25,1916,P,Slim Sallee,31,16,21,18,2,3,0,0,0,0,0,0,1,9,0.167,0.211,0.167,0.377,17,3,0,0,2,0,0,Right,No
26,1916,P,Charley Hall,31,10,14,14,0,2,0,0,0,1,0,0,0,6,0.143,0.143,0.143,0.286,-11,2,0,0,0,0,0,Left,No
27,1916,P,Joe Lotz,25,12,12,12,1,4,1,0,0,2,0,0,0,4,0.333,0.333,0.417,0.75,131,5,0,0,0,0,0,Right,No
28,1916,P,Dan Griner,28,4,4,4,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,55,1,0,0,0,0,0,Left,No
29,1916,P,Murphy Currie,22,6,4,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-19,0,0,0,0,0,0,Right,No
30,1916,P,Cy Warmoth,23,3,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
1,1915,C,Frank Snyder,21,144,522,473,41,141,22,7,2,55,3,6,39,49,0.298,0.353,0.387,0.74,123,183,0,1,9,0,0,Right,No
2,1915,1B,Dots Miller,28,150,627,553,73,146,17,10,2,72,27,19,43,48,0.264,0.324,0.342,0.666,101,189,0,6,24,0,0,Right,No
3,1915,2B,Miller Huggins,37,107,438,353,57,85,5,2,2,24,13,12,74,68,0.241,0.377,0.283,0.66,100,100,0,3,8,0,0,Right,Yes
4,1915,SS,Art Butler,27,130,534,469,73,119,12,5,1,31,26,14,47,34,0.254,0.323,0.307,0.63,90,144,0,1,16,0,0,Right,No
5,1915,3B,Bruno Betzel,20,117,402,367,42,92,12,4,0,27,10,13,18,48,0.251,0.291,0.305,0.596,80,112,0,3,13,0,0,Right,No
6,1915,OF,Bob Bescher,31,130,560,486,71,128,15,7,4,34,27,19,52,53,0.263,0.342,0.348,0.69,108,169,0,6,15,0,0,Right,Yes
7,1915,OF,Tom Long,25,140,556,507,61,149,21,25,2,61,19,15,31,50,0.294,0.339,0.446,0.785,136,226,0,4,14,0,0,Right,No
8,1915,OF,Owen Wilson,31,107,389,348,33,96,13,6,3,39,8,15,19,43,0.276,0.321,0.374,0.694,109,130,0,4,17,0,0,Left,No
9,1915,OF,Cozy Dolan,32,111,380,322,53,90,14,9,2,38,17,11,34,37,0.28,0.356,0.398,0.753,127,128,0,4,20,0,0,Right,No
10,1915,UT,Ham Hyatt,30,106,330,295,23,79,8,9,2,46,3,3,28,24,0.268,0.337,0.376,0.714,115,111,0,3,4,0,0,Left,No
11,1915,3B,Zinn Beck,29,70,246,223,21,52,9,4,0,15,3,10,12,31,0.233,0.282,0.309,0.591,78,69,0,3,7,0,0,Right,No
12,1915,UT,Mike González,24,51,111,97,12,22,2,2,0,10,4,2,8,9,0.227,0.306,0.289,0.594,79,28,0,3,3,0,0,Right,No
13,1915,SS,Rogers Hornsby,19,18,61,57,5,14,2,0,0,4,0,2,2,6,0.246,0.271,0.281,0.552,66,16,0,0,2,0,0,Right,No
14,1915,C,Jack Roche,24,46,45,39,2,8,0,1,0,6,1,0,4,8,0.205,0.295,0.256,0.552,67,10,0,1,1,0,0,Right,No
15,1915,SS,Rolla Daringer,26,10,33,23,3,2,0,0,0,0,0,1,9,5,0.087,0.344,0.087,0.431,33,2,0,0,1,0,0,Left,No
16,1915,C,Harry Glenn,25,6,19,16,1,5,0,0,0,1,0,0,3,0,0.313,0.421,0.313,0.734,123,5,0,0,0,0,0,Left,No
17,1915,OF,Jack Smith,20,4,17,16,2,3,0,1,0,0,0,0,1,5,0.188,0.235,0.313,0.548,64,5,0,0,0,0,0,Left,No
18,1915,OF,Jim Brown,24,1,4,2,0,1,0,0,0,0,0,0,2,1,0.5,0.75,0.5,1.25,280,1,0,0,0,0,0,Right,No
19,1915,P,Bill Doak,24,38,102,86,6,15,3,0,0,2,0,0,6,27,0.174,0.228,0.209,0.438,32,18,0,0,10,0,0,Right,No
20,1915,P,Slim Sallee,30,46,102,92,0,11,0,0,0,5,0,0,6,27,0.12,0.173,0.12,0.293,-11,11,0,0,4,0,0,Right,No
21,1915,P,Lee Meadows,20,39,91,83,2,8,0,0,0,4,0,0,7,31,0.096,0.167,0.096,0.263,-20,8,0,0,1,0,0,Left,No
22,1915,P,Dan Griner,27,39,58,52,4,14,4,0,0,5,0,1,4,17,0.269,0.321,0.346,0.668,101,18,0,0,2,0,0,Left,No
23,1915,P,Hank Robinson,27,32,50,47,1,5,0,0,0,0,0,0,2,4,0.106,0.143,0.106,0.249,-24,5,0,0,0,0,0,Right,No
24,1915,P,Red Ames,32,15,40,35,0,4,0,0,0,2,0,1,2,17,0.114,0.162,0.114,0.276,-16,4,0,0,3,0,0,Right,Yes
25,1915,P,Hub Perdue,33,31,40,36,2,4,0,0,0,0,0,0,3,8,0.111,0.179,0.111,0.291,-12,4,0,0,1,0,0,Right,No
26,1915,P,Dick Niehaus,22,15,15,14,1,1,0,0,0,0,1,0,1,4,0.071,0.133,0.071,0.205,-38,1,0,0,0,0,0,Left,No
27,1915,P,Fred Lamlein,27,4,8,8,0,1,0,0,0,1,0,0,0,1,0.125,0.125,0.125,0.25,-25,1,0,0,0,0,0,Right,No
28,1915,P,Charlie Boardman,22,3,7,7,1,2,0,0,0,1,0,0,0,3,0.286,0.286,0.286,0.571,72,2,0,0,0,0,0,Left,No
1,1914,C,Frank Snyder,20,100,355,326,19,75,15,4,1,25,1,0,13,28,0.23,0.262,0.31,0.572,71,101,0,1,15,0,0,Right,No
2,1914,1B,Dots Miller,27,155,637,573,67,166,27,10,4,88,16,0,34,52,0.29,0.339,0.393,0.732,119,225,0,9,18,0,0,Right,No
3,1914,2B,Miller Huggins,36,148,635,509,85,134,17,4,1,24,32,0,105,63,0.263,0.396,0.318,0.714,115,162,0,7,14,0,0,Right,Yes
4,1914,SS,Art Butler,26,86,330,274,29,55,12,3,1,24,14,0,39,23,0.201,0.311,0.277,0.589,77,76,0,5,11,0,0,Right,No
5,1914,3B,Zinn Beck,28,137,504,457,42,106,15,11,3,45,14,0,28,32,0.232,0.282,0.333,0.615,84,152,0,4,15,0,0,Right,No
6,1914,OF,Lee Magee,25,142,607,529,59,150,23,4,2,40,36,0,42,24,0.284,0.337,0.353,0.691,107,187,0,1,35,0,0,Right,Yes
7,1914,OF,Cozy Dolan,31,126,499,421,76,101,16,3,4,32,42,0,55,74,0.24,0.335,0.321,0.655,97,135,0,5,18,0,0,Right,No
8,1914,OF,Owen Wilson,30,154,626,580,64,150,27,12,9,73,14,0,32,66,0.259,0.302,0.393,0.695,108,228,0,4,10,0,0,Left,No
9,1914,OF,Walton Cruise,24,95,290,256,20,58,9,3,4,28,3,0,25,42,0.227,0.303,0.332,0.635,90,85,0,3,6,0,0,Left,No
10,1914,C,Ivey Wingo,23,80,260,237,24,71,8,5,4,26,15,0,18,17,0.3,0.352,0.426,0.778,133,101,0,1,4,0,0,Left,No
11,1914,1B,Lee Dressen,24,46,118,103,16,24,2,1,0,7,2,0,11,20,0.233,0.307,0.272,0.579,74,28,0,0,3,0,0,Left,No
12,1914,OF,Ted Cather,25,39,105,99,11,27,7,0,0,13,4,0,3,15,0.273,0.294,0.343,0.638,91,34,0,0,3,0,0,Right,No
13,1914,OF,Joe Riggert,27,34,98,89,9,19,5,2,0,8,4,0,5,14,0.213,0.255,0.315,0.57,70,28,0,0,4,0,0,Right,No
14,1914,IF,Ken Nash,25,24,58,51,4,14,3,1,0,6,0,0,6,10,0.275,0.351,0.373,0.723,117,19,0,0,1,0,0,Right,Yes
15,1914,OF,Chuck Miller,24,36,39,36,4,7,1,0,0,2,2,0,3,9,0.194,0.256,0.222,0.479,44,8,0,0,0,0,0,Left,No
16,1914,UT,George Whitted,24,20,33,31,3,4,1,0,0,1,1,0,0,3,0.129,0.129,0.161,0.29,-13,5,0,0,2,0,0,Right,No
17,1914,C,Paddy O'Connor,34,10,12,9,0,0,0,0,0,0,0,0,2,2,0.0,0.25,0.0,0.25,-23,0,0,1,0,0,0,Right,No
18,1914,IF,Bruno Betzel,19,7,11,9,2,0,0,0,0,0,0,0,1,1,0.0,0.1,0.0,0.1,-69,0,0,0,0,0,0,Right,No
19,1914,C,Jack Roche,23,12,10,9,1,6,2,1,0,3,1,0,0,1,0.667,0.7,1.111,1.811,440,10,0,1,0,0,0,Right,No
20,1914,SS,Rolla Daringer,25,2,5,4,1,2,1,0,0,0,0,0,1,2,0.5,0.6,0.75,1.35,304,3,0,0,0,0,0,Left,No
21,1914,P,Pol Perritt,22,41,102,92,4,13,1,1,0,3,2,0,3,30,0.141,0.168,0.174,0.342,3,16,0,0,7,0,0,Right,No
22,1914,P,Slim Sallee,29,46,100,91,6,21,1,0,0,3,0,0,3,17,0.231,0.255,0.242,0.497,49,22,0,0,6,0,0,Right,No
23,1914,P,Bill Doak,23,36,92,85,3,10,3,0,0,3,0,0,3,31,0.118,0.148,0.153,0.301,-10,13,0,0,3,0,0,Right,No
24,1914,P,Dan Griner,26,37,64,55,4,14,4,0,0,2,1,0,6,18,0.255,0.328,0.327,0.655,97,18,0,0,3,0,0,Left,No
25,1914,P,Hub Perdue,32,22,55,48,0,8,0,0,0,2,0,0,2,11,0.167,0.2,0.167,0.367,10,8,0,0,5,0,0,Right,No
26,1914,P,Hank Robinson,26,26,42,35,3,6,0,0,0,1,0,0,2,4,0.171,0.216,0.171,0.388,17,6,0,0,3,0,0,Right,No
27,1914,P,Bill Steele,27,17,20,17,2,5,2,0,0,1,0,0,1,2,0.294,0.333,0.412,0.745,123,7,0,0,1,0,0,Right,No
28,1914,P,Casey Hageman,27,12,17,16,0,2,0,0,0,0,0,0,1,4,0.125,0.176,0.125,0.301,-9,2,0,0,0,0,0,Left,No
29,1914,P,Dick Niehaus,21,8,5,4,0,1,1,0,0,0,0,0,1,2,0.25,0.4,0.5,0.9,169,2,0,0,0,0,0,Left,No
30,1914,P,Steamboat Williams,22,5,1,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
31,1914,P,Bill Hopper,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1913,C,Ivey Wingo,22,112,330,307,25,78,5,8,2,35,18,11,17,41,0.254,0.295,0.342,0.637,83,105,0,1,5,0,0,Left,No
2,1913,1B,Ed Konetchy,27,140,583,504,75,139,18,17,8,68,27,25,53,41,0.276,0.353,0.427,0.779,124,215,0,7,19,0,0,Right,No
3,1913,2B,Miller Huggins,35,121,495,382,74,109,12,0,0,27,23,19,92,49,0.285,0.432,0.317,0.749,118,121,0,7,14,0,0,Right,Yes
4,1913,SS,Charley O'Leary,37,121,445,406,32,88,15,5,0,31,3,12,20,34,0.217,0.26,0.278,0.539,55,113,0,4,15,0,0,Right,No
5,1913,3B,Mike Mowrey,29,132,522,450,61,117,18,4,0,33,21,15,53,40,0.26,0.342,0.318,0.66,91,143,0,3,16,0,0,Right,No
6,1913,OF,Steve Evans,28,97,272,245,18,61,15,6,1,31,5,5,20,28,0.249,0.321,0.371,0.692,99,91,0,6,1,0,0,Left,No
7,1913,OF,Rebel Oakes,29,147,612,539,60,158,14,5,0,49,22,26,43,32,0.293,0.35,0.338,0.687,98,182,0,4,26,0,0,Left,No
8,1913,OF,Lee Magee,24,137,589,531,54,142,13,7,2,31,23,26,34,30,0.267,0.314,0.33,0.643,85,175,0,2,22,0,0,Right,Yes
9,1913,UT,George Whitted,23,123,450,404,44,89,10,5,0,38,9,16,31,44,0.22,0.282,0.27,0.552,59,109,0,4,11,0,0,Right,No
10,1913,OF,Ted Cather,24,67,196,183,16,39,8,4,0,12,7,6,9,24,0.213,0.25,0.301,0.551,58,55,0,0,4,0,0,Right,No
11,1913,OF,Jimmy Sheckard,34,52,181,136,18,27,2,1,0,17,5,7,41,25,0.199,0.388,0.228,0.616,80,31,0,1,3,0,0,Left,No
12,1913,C,Larry McLean,31,48,158,152,7,41,9,0,0,12,0,0,6,9,0.27,0.297,0.329,0.626,80,50,0,0,0,0,0,Right,No
13,1913,C,Palmer Hildebrand,28,26,59,55,3,9,2,0,0,1,1,2,1,10,0.164,0.207,0.2,0.407,17,11,0,2,0,0,0,Right,No
14,1913,OF,Finners Quinlan,25,13,51,50,1,8,0,0,0,1,0,0,1,9,0.16,0.176,0.16,0.336,-3,8,0,0,0,0,0,Left,No
15,1913,MI,Arnold Hauser,24,22,50,45,3,13,0,3,0,9,1,2,2,2,0.289,0.347,0.422,0.769,121,19,0,2,1,0,0,Right,No
16,1913,C,Skipper Roberts,25,26,44,41,4,6,2,0,0,3,1,2,3,13,0.146,0.205,0.195,0.4,15,8,0,0,0,0,0,Left,No
17,1913,IF,Zinn Beck,27,10,36,30,4,5,1,0,0,2,1,0,4,10,0.167,0.265,0.2,0.465,35,6,0,0,2,0,0,Right,No
18,1913,C,Frank Snyder,19,7,22,21,1,4,0,1,0,2,0,0,0,4,0.19,0.19,0.286,0.476,36,6,0,0,1,0,0,Right,No
19,1913,SS,Wese Callahan,24,7,17,14,0,4,0,0,0,1,1,0,2,2,0.286,0.375,0.286,0.661,92,4,0,0,1,0,0,Right,No
20,1913,OF,Chuck Miller,23,4,12,12,0,2,0,0,0,1,0,0,0,2,0.167,0.167,0.167,0.333,-4,2,0,0,0,0,0,Left,No
21,1913,UT,Heinie Peitz,42,3,5,4,1,1,0,1,0,0,0,0,0,0,0.25,0.25,0.75,1.0,182,3,0,0,1,0,0,Right,No
22,1913,,Doc Crandall,25,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,1913,SS,Alfredo Cabrera?,32,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
24,1913,,Jimmy Whelan,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
25,1913,,John Vann,23,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
26,1913,P,Bob Harmon,25,46,102,92,7,24,1,2,0,3,2,1,6,22,0.261,0.313,0.315,0.628,81,29,0,1,3,0,0,Right,Yes
27,1913,P,Slim Sallee,28,50,102,95,7,20,3,0,2,5,1,0,1,15,0.211,0.219,0.305,0.524,50,29,0,0,6,0,0,Right,No
28,1913,P,Dan Griner,25,34,88,81,7,21,3,2,0,8,0,1,5,25,0.259,0.302,0.346,0.648,86,28,0,0,2,0,0,Left,No
29,1913,P,Pol Perritt,21,36,60,59,3,12,1,0,0,4,0,0,0,15,0.203,0.203,0.22,0.424,22,13,0,0,1,0,0,Right,No
30,1913,P,Bill Doak,22,15,32,31,0,1,0,0,0,0,0,0,1,18,0.032,0.063,0.032,0.095,-72,1,0,0,0,0,0,Right,No
31,1913,P,Rube Geyer,29,30,23,22,1,2,0,0,0,1,0,0,0,3,0.091,0.091,0.091,0.182,-48,2,0,0,1,0,0,Right,No
32,1913,P,Sandy Burk,26,19,23,22,1,2,0,0,0,0,0,0,1,9,0.091,0.13,0.091,0.221,-36,2,0,0,0,0,0,Right,No
33,1913,P,Bill Steele,26,12,21,18,1,1,0,0,0,1,0,0,2,4,0.056,0.15,0.056,0.206,-39,1,0,0,1,0,0,Right,No
34,1913,P,Harry Trekell,20,7,10,9,0,1,0,0,0,0,0,0,1,2,0.111,0.2,0.111,0.311,-9,1,0,0,0,0,0,Right,No
35,1913,P,Dick Niehaus,20,3,10,7,0,2,0,0,0,0,0,0,2,3,0.286,0.444,0.286,0.73,113,2,0,0,0,0,0,Left,No
36,1913,P,Bill Hopper,21,3,8,8,0,3,0,1,0,1,0,0,0,3,0.375,0.375,0.625,1.0,185,5,0,0,0,0,0,Right,No
37,1913,P,Joe Willis,23,7,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1913,P,Ben Hunt,24,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,1913,P,Phil Redding,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
40,1913,P,Walt Marbet,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1912,C,Ivey Wingo,21,100,337,310,38,82,18,8,2,44,8,0,23,45,0.265,0.317,0.394,0.711,96,122,0,1,3,0,0,Left,No
2,1912,1B,Ed Konetchy,26,143,621,538,81,169,26,13,8,82,25,0,62,66,0.314,0.389,0.455,0.844,133,245,0,4,17,0,0,Right,No
3,1912,2B,Miller Huggins,34,120,530,431,82,131,15,4,0,29,35,0,87,31,0.304,0.422,0.357,0.779,117,154,0,1,11,0,0,Right,Yes
4,1912,SS,Arnold Hauser,23,133,542,479,73,124,14,7,1,42,26,0,39,69,0.259,0.319,0.324,0.642,78,155,0,3,21,0,0,Right,No
5,1912,3B,Mike Mowrey,28,114,478,408,59,104,13,8,2,50,19,0,46,29,0.255,0.335,0.341,0.675,87,139,0,3,20,0,0,Right,No
6,1912,OF,Steve Evans,27,135,559,491,59,139,23,9,6,72,11,0,36,51,0.283,0.353,0.403,0.756,109,198,0,17,15,0,0,Left,No
7,1912,OF,Rebel Oakes,28,136,545,495,57,139,19,5,3,58,26,0,31,24,0.281,0.328,0.358,0.686,90,177,0,4,15,0,0,Left,No
8,1912,OF,Lee Magee,23,128,523,458,60,133,13,8,0,40,16,0,39,29,0.29,0.347,0.354,0.701,94,162,0,1,25,0,0,Right,Yes
9,1912,OF,Rube Ellis,26,109,352,305,47,82,18,2,4,33,6,0,34,36,0.269,0.342,0.38,0.723,100,116,0,0,13,0,0,Left,No
10,1912,IF,Wally Smith,24,75,258,219,22,56,5,5,0,26,4,0,29,27,0.256,0.351,0.324,0.675,87,71,0,3,6,0,0,Right,No
11,1912,C,Jack Bliss,30,49,141,114,11,28,3,1,0,18,3,0,19,14,0.246,0.372,0.289,0.662,84,33,0,4,4,0,0,Right,No
12,1912,C,Roger Bresnahan,33,48,126,108,8,36,7,2,1,15,4,0,14,9,0.333,0.419,0.463,0.882,144,50,0,2,0,0,0,Right,No
13,1912,2B,Jim Galloway,24,21,62,54,4,10,2,0,0,4,2,0,5,8,0.185,0.254,0.222,0.476,33,12,0,0,3,0,0,Right,Yes
14,1912,OF,Denney Wilie,21,30,59,48,2,11,0,1,0,6,0,0,7,9,0.229,0.351,0.271,0.622,73,13,0,2,2,0,0,Left,No
15,1912,OF,Frank Gilhooley,20,13,52,49,5,11,0,0,0,2,0,0,3,8,0.224,0.269,0.224,0.494,37,11,0,0,0,0,0,Left,No
16,1912,3B,George Whitted,22,12,51,46,7,12,3,0,0,7,1,0,3,5,0.261,0.306,0.326,0.632,75,15,0,0,2,0,0,Right,No
17,1912,OF,Elmer Miller,21,12,41,37,5,7,1,0,0,3,1,0,4,9,0.189,0.268,0.216,0.485,35,8,0,0,0,0,0,Right,No
18,1912,C,Frank Snyder,18,11,20,18,2,2,0,0,0,0,1,0,2,7,0.111,0.2,0.111,0.311,-13,2,0,0,0,0,0,Right,No
19,1912,OF,Ted Cather,23,5,19,19,4,8,1,1,0,2,1,0,0,4,0.421,0.421,0.579,1.0,175,11,0,0,0,0,0,Right,No
20,1912,2B,Ray Rolling,25,5,15,15,0,3,0,0,0,0,0,0,0,5,0.2,0.2,0.2,0.4,11,3,0,0,0,0,0,Right,No
21,1912,3B,John Kelleher,18,8,13,12,0,4,1,0,0,1,0,0,0,2,0.333,0.333,0.417,0.75,107,5,0,0,0,0,0,Right,No
22,1912,,Jim Clark,24,2,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,1912,1B,John Mercer,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
24,1912,C,Ed Burns,24,1,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
25,1912,C,Mike Murphy,23,1,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
