Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
6,1918,RP,Bill Sherdel,21,6,12,0.333,2.71,35,16,14,9,1,0,182.1,174,78,55,3,49,0,40,3,1,0,744,100,2.86,1.223,8.6,0.1,2.4,2.0,0.82,Left,No
7,1918,RP,Oscar Tuero,24,1,2,0.333,1.02,11,3,8,2,0,0,44.1,32,12,5,0,10,0,13,3,0,1,174,270,2.52,0.947,6.5,0.0,2.0,2.6,1.3,Right,No
8,1918,RP,Rankin Johnson,30,1,1,0.5,2.74,6,1,1,0,0,0,23.0,20,10,7,0,7,0,4,0,0,0,90,101,2.8,1.174,7.8,0.0,2.7,1.6,0.57,Right,No
9,1918,RP,Oscar Horstmann,27,0,2,0.0,5.48,9,2,4,0,0,0,23.0,29,18,14,0,14,0,6,0,0,1,102,51,3.54,1.87,11.3,0.0,5.5,2.3,0.43,Right,No
10,1918,,Earl Howard,25,0,0,0.0,0.0,1,0,1,0,0,0,2.0,0,0,0,0,2,0,0,0,0,0,7,0,5.23,1.0,0.0,0.0,9.0,0.0,0.0,Right,No
11,1918,,Gene Paulette,27,0,0,0.0,0.0,1,0,1,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,0,2.23,3.0,27.0,0.0,0.0,0.0,0.0,Right,No
1,1917,SP,Bill Doak,26,16,20,0.444,3.1,44,37,7,16,3,2,281.1,257,123,97,6,85,0,111,9,0,2,1152,86,2.75,1.216,8.2,0.2,2.7,3.6,1.31,Right,No
2,1917,SP,Lee Meadows,22,15,9,0.625,3.08,43,37,6,18,4,2,265.2,253,99,91,5,90,0,100,4,0,4,1085,87,2.82,1.291,8.6,0.2,3.0,3.4,1.11,Right,No
3,1917,SP,Marv Goodwin,26,6,4,0.6,2.21,14,12,1,6,3,0,85.1,70,33,21,1,19,0,38,0,0,1,339,122,2.19,1.043,7.4,0.1,2.0,4.0,2.0,Right,No
4,1917,RP,Red Ames,34,15,10,0.6,2.71,43,19,17,10,2,3,209.0,189,75,63,2,57,0,62,3,0,5,847,99,2.65,1.177,8.1,0.1,2.5,2.7,1.09,Right,No
5,1917,RP,Milt Watson,27,10,13,0.435,3.51,41,20,9,5,3,0,161.1,149,74,63,3,51,0,45,9,0,1,667,76,3.06,1.24,8.3,0.2,2.8,2.5,0.88,Right,No
6,1917,RP,Gene Packard,29,9,6,0.6,2.47,34,11,12,6,0,2,153.1,138,48,42,4,25,0,44,3,0,1,608,109,2.58,1.063,8.1,0.2,1.5,2.6,1.76,Left,No
7,1917,RP,Oscar Horstmann,26,9,4,0.692,3.44,35,11,12,4,1,1,138.2,111,67,53,5,54,0,50,4,1,2,566,78,3.26,1.19,7.2,0.3,3.5,3.2,0.93,Right,No
8,1917,,Bob Steele,23,1,3,0.25,3.21,12,6,3,1,0,0,42.0,33,17,15,1,19,0,23,0,0,2,173,84,2.83,1.238,7.1,0.2,4.1,4.9,1.21,Left,No
9,1917,,Jakie May,21,0,0,0.0,3.38,15,1,10,0,0,0,29.1,29,13,11,0,11,0,18,3,1,2,116,81,2.47,1.364,8.9,0.0,3.4,5.5,1.64,Left,No
10,1917,,Lou North,26,0,0,0.0,3.97,5,0,5,0,0,0,11.1,14,5,5,1,4,0,4,0,0,4,46,71,3.76,1.588,11.1,0.8,3.2,3.2,1.0,Right,No
11,1917,,George Pierce,29,1,1,0.5,3.48,5,0,3,0,0,0,10.1,7,7,4,0,3,0,4,1,0,0,45,81,2.65,0.968,6.1,0.0,2.6,3.5,1.33,Left,No
12,1917,,Bruce Hitt,20,0,0,0.0,9.0,2,0,2,0,0,0,4.0,7,6,4,1,1,0,1,0,0,0,20,34,5.76,2.0,15.8,2.3,2.3,2.3,1.0,Right,No
13,1917,,Tim Murchison,20,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,2,0,2,0,0,0,5,0,4.26,2.0,0.0,0.0,18.0,18.0,1.0,Left,No
1,1916,SP,Lee Meadows,21,12,23,0.343,2.58,51,36,10,11,1,2,289.0,261,117,83,3,119,0,120,14,1,11,1217,101,3.0,1.315,8.1,0.1,3.7,3.7,1.01,Right,No
2,1916,SP,Red Ames,33,11,16,0.407,2.64,45,25,18,10,2,8,228.0,225,100,67,3,57,0,98,5,0,9,948,99,2.44,1.237,8.9,0.1,2.3,3.9,1.72,Right,No
3,1916,SP,Bill Doak,25,12,8,0.6,2.63,29,26,3,11,2,0,192.0,177,76,56,5,55,0,82,3,0,1,788,100,2.71,1.208,8.3,0.2,2.6,3.8,1.49,Right,No
4,1916,SP,Bob Steele,22,5,15,0.25,3.41,29,21,4,7,1,0,148.0,156,74,56,6,42,0,67,3,1,2,619,77,2.85,1.338,9.5,0.4,2.6,4.1,1.6,Left,No
5,1916,SP,Milt Watson,26,4,6,0.4,3.06,18,13,5,5,2,0,103.0,109,51,35,3,33,0,27,4,0,1,436,86,3.25,1.379,9.5,0.3,2.9,2.4,0.82,Right,No
6,1916,RP,Hi Jasper,30,5,6,0.455,3.28,21,9,8,2,0,1,107.0,97,54,39,0,42,0,37,7,0,1,445,80,3.0,1.299,8.2,0.0,3.5,3.1,0.88,Right,No
7,1916,RP,Steamboat Williams,24,6,7,0.462,4.2,36,8,21,5,0,1,105.0,121,63,49,6,27,0,25,1,1,1,458,63,3.38,1.41,10.4,0.5,2.3,2.1,0.93,Right,No
8,1916,RP,Slim Sallee,31,5,5,0.5,3.47,16,7,6,4,2,1,70.0,75,28,27,2,23,0,28,2,0,0,292,76,2.96,1.4,9.6,0.3,3.0,3.6,1.22,Left,No
9,1916,RP,Joe Lotz,25,0,3,0.0,4.28,12,3,6,1,0,0,40.0,31,20,19,1,17,0,18,1,0,1,161,62,3.09,1.2,7.0,0.2,3.8,4.1,1.06,Right,No
10,1916,,Charley Hall,31,0,4,0.0,5.48,10,5,4,2,0,1,42.2,45,27,26,1,14,0,15,0,0,1,180,48,2.9,1.383,9.5,0.2,3.0,3.2,1.07,Right,No
11,1916,,Murphy Currie,22,0,0,0.0,1.88,6,0,5,0,0,0,14.1,7,4,3,1,9,0,8,0,0,1,59,144,3.99,1.116,4.4,0.6,5.7,5.0,0.89,Right,No
12,1916,,Dan Griner,28,0,0,0.0,4.09,4,0,3,0,0,1,11.0,15,5,5,0,3,0,3,1,0,0,49,67,2.86,1.636,12.3,0.0,2.5,2.5,1.0,Right,No
13,1916,,Cy Warmoth,23,0,0,0.0,14.4,3,0,2,0,0,0,5.0,12,10,8,0,4,0,1,1,0,0,30,20,4.92,3.2,21.6,0.0,7.2,1.8,0.25,Left,No
1,1915,SP,Bill Doak,24,16,18,0.471,2.64,38,36,2,19,3,1,276.0,263,103,81,4,85,0,124,8,1,2,1147,106,2.71,1.261,8.6,0.1,2.8,4.0,1.46,Right,No
2,1915,SP,Slim Sallee,30,13,17,0.433,2.84,46,33,13,17,2,3,275.1,245,121,87,6,57,0,91,3,0,0,1128,99,2.69,1.097,8.0,0.2,1.9,3.0,1.6,Left,No
3,1915,SP,Lee Meadows,20,13,11,0.542,2.99,39,26,10,14,1,0,244.0,232,112,81,5,88,0,104,5,0,7,1017,94,2.97,1.311,8.6,0.2,3.2,3.8,1.18,Right,No
4,1915,SP,Red Ames,32,9,3,0.75,2.46,15,14,2,8,2,1,113.1,93,35,31,1,32,0,48,0,1,2,457,114,2.52,1.103,7.4,0.1,2.5,3.8,1.5,Right,No
5,1915,RP,Dan Griner,27,5,11,0.313,2.81,37,17,16,9,3,3,150.1,137,59,47,4,46,0,46,8,2,3,610,100,3.22,1.217,8.2,0.2,2.8,2.8,1.0,Right,No
6,1915,RP,Hank Robinson,27,7,8,0.467,2.45,32,15,12,6,1,0,143.0,128,54,39,1,35,0,57,7,1,1,585,115,2.58,1.14,8.1,0.1,2.2,3.6,1.63,Left,No
7,1915,RP,Hub Perdue,33,6,12,0.333,4.21,31,13,10,5,1,1,115.1,141,66,54,7,19,0,29,2,0,2,492,67,3.24,1.387,11.0,0.5,1.5,2.3,1.53,Right,No
8,1915,RP,Dick Niehaus,22,2,1,0.667,3.97,15,2,9,0,0,0,45.1,48,35,20,2,22,0,21,1,0,2,202,71,3.58,1.544,9.5,0.4,4.4,4.2,0.95,Left,No
9,1915,,Charlie Boardman,22,1,0,1.0,2.84,3,1,2,1,0,0,19.0,12,12,6,0,15,0,7,0,0,1,81,101,4.04,1.421,5.7,0.0,7.1,3.3,0.47,Right,No
10,1915,,Fred Lamlein,27,0,0,0.0,1.42,4,0,3,0,0,0,19.0,21,4,3,0,3,0,11,2,0,0,78,203,2.04,1.263,9.9,0.0,1.4,5.2,3.67,Right,No
1,1914,SP,Pol Perritt,22,16,13,0.552,2.36,41,32,6,18,3,2,286.0,248,106,75,7,93,0,115,15,1,2,1165,118,3.08,1.192,7.8,0.2,2.9,3.6,1.24,Right,No
2,1914,SP,Slim Sallee,29,18,17,0.514,2.1,46,29,16,18,3,6,282.1,252,92,66,5,72,0,105,9,0,0,1152,133,2.78,1.148,8.0,0.2,2.3,3.3,1.46,Left,No
3,1914,SP,Bill Doak,23,19,6,0.76,1.72,36,33,3,16,7,1,256.0,193,79,49,2,87,0,118,7,0,7,1016,162,2.72,1.094,6.8,0.1,3.1,4.1,1.36,Right,No
4,1914,SP,Hub Perdue,32,8,8,0.5,2.82,22,19,1,12,0,1,153.1,160,60,48,3,35,0,43,5,1,3,620,99,2.91,1.272,9.4,0.2,2.1,2.5,1.23,Right,No
5,1914,SP,Hank Robinson,26,7,8,0.467,3.0,26,16,7,6,1,0,126.0,128,61,42,1,32,0,30,4,0,0,528,93,2.92,1.27,9.1,0.1,2.3,2.1,0.94,Left,No
6,1914,RP,Dan Griner,26,9,13,0.409,2.51,37,17,16,11,2,2,179.0,163,66,50,3,57,0,74,3,0,3,727,111,2.83,1.229,8.2,0.2,2.9,3.7,1.3,Right,No
7,1914,RP,Casey Hageman,27,2,4,0.333,2.44,12,7,3,2,0,0,55.1,43,24,15,0,20,0,21,5,0,4,235,115,3.03,1.139,7.0,0.0,3.3,3.4,1.05,Right,No
8,1914,RP,Bill Steele,27,1,2,0.333,2.7,17,2,7,0,0,0,53.1,55,30,16,3,7,0,16,3,0,1,219,104,3.13,1.163,9.3,0.5,1.2,2.7,2.29,Right,No
9,1914,RP,Dick Niehaus,21,1,0,1.0,3.12,8,1,7,1,0,0,17.1,18,11,6,1,8,0,6,0,0,2,76,92,3.88,1.5,9.3,0.5,4.2,3.1,0.75,Left,No
10,1914,,Steamboat Williams,22,0,1,0.0,6.55,5,1,4,0,0,0,11.0,13,8,8,1,6,0,2,0,0,0,53,45,4.89,1.727,10.6,0.8,4.9,1.6,0.33,Right,No
11,1914,,Bill Hopper,22,0,0,0.0,3.6,3,0,3,0,0,0,5.0,6,3,2,0,5,0,1,0,0,0,26,86,5.04,2.2,10.8,0.0,9.0,1.8,0.2,Right,No
1,1913,SP,Slim Sallee,28,19,15,0.559,2.71,50,30,15,18,3,5,276.0,257,98,83,11,60,0,106,5,0,2,1109,118,3.01,1.149,8.4,0.4,2.0,3.5,1.77,Left,No
2,1913,SP,Bob Harmon,25,8,21,0.276,3.92,42,27,14,16,1,2,273.1,291,135,119,6,99,0,66,6,0,3,1150,82,3.51,1.427,9.6,0.2,3.3,2.2,0.67,Right,No
3,1913,SP,Dan Griner,25,10,22,0.313,5.08,34,34,0,18,1,0,225.0,279,150,127,12,66,0,79,10,2,4,992,63,3.56,1.533,11.2,0.5,2.6,3.2,1.2,Right,No
4,1913,SP,Pol Perritt,21,6,14,0.3,5.25,36,21,6,8,0,0,175.0,205,123,102,9,64,0,64,8,3,3,774,61,3.73,1.537,10.5,0.5,3.3,3.3,1.0,Right,No
5,1913,SP,Bill Doak,22,2,8,0.2,3.1,15,12,3,5,1,1,93.0,79,42,32,4,39,0,51,5,0,4,388,104,3.44,1.269,7.6,0.4,3.8,4.9,1.31,Right,No
6,1913,RP,Rube Geyer,29,1,5,0.167,5.26,30,4,20,2,0,1,78.2,83,57,46,6,38,0,21,2,0,3,349,61,4.54,1.538,9.5,0.7,4.3,2.4,0.55,Right,No
7,1913,RP,Sandy Burk,26,0,2,0.0,5.14,19,7,10,0,0,1,70.0,81,45,40,1,33,0,29,6,0,3,328,63,3.59,1.629,10.4,0.1,4.2,3.7,0.88,Right,No
8,1913,RP,Harry Trekell,20,0,1,0.0,4.5,7,1,4,1,0,0,30.0,25,20,15,2,8,0,15,2,0,0,127,72,3.42,1.1,7.5,0.6,2.4,4.5,1.88,Right,No
9,1913,RP,Joe Willis,23,0,0,0.0,7.45,7,0,2,0,0,1,9.2,9,9,8,0,11,0,6,0,0,1,49,45,4.73,2.069,8.4,0.0,10.2,5.6,0.55,Left,No
10,1913,,Bill Steele,26,4,4,0.5,5.0,12,9,1,2,0,0,54.0,58,31,30,3,18,0,10,3,0,1,230,65,4.08,1.407,9.7,0.5,3.0,1.7,0.56,Right,No
11,1913,,Dick Niehaus,20,0,2,0.0,4.13,3,3,0,2,0,0,24.0,20,17,11,1,13,0,4,0,0,0,104,79,4.39,1.375,7.5,0.4,4.9,1.5,0.31,Left,No
12,1913,,Bill Hopper,21,0,3,0.0,3.75,3,3,0,2,0,0,24.0,20,14,10,2,8,0,3,3,0,0,102,87,4.77,1.167,7.5,0.8,3.0,1.1,0.38,Right,No
13,1913,,Ben Hunt,24,0,1,0.0,3.38,2,1,1,0,0,0,8.0,6,5,3,0,9,0,6,1,0,0,39,100,4.81,1.875,6.8,0.0,10.1,6.8,0.67,Left,No
14,1913,,Ed Konetchy,27,1,0,1.0,0.0,1,0,1,0,0,0,4.2,1,0,0,0,4,0,3,0,0,0,18,0,3.84,1.071,1.9,0.0,7.7,5.8,0.75,Right,No
15,1913,,Walt Marbet,22,0,1,0.0,16.2,3,1,1,0,0,0,3.1,9,7,6,0,4,0,1,0,0,0,22,23,5.56,3.9,24.3,0.0,10.8,2.7,0.25,Right,No
16,1913,,Phil Redding,23,0,0,0.0,6.75,1,0,0,0,0,0,2.2,2,2,2,0,1,0,1,0,0,0,10,56,2.93,1.125,6.8,0.0,3.4,3.4,1.0,Right,No
17,1913,,Ted Cather,24,0,0,0.0,54.0,1,0,0,0,0,0,0.1,1,2,2,0,2,0,0,1,0,0,5,14,29.56,9.0,27.0,0.0,54.0,0.0,0.0,Right,No
18,1913,,Doc Crandall,25,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,1912,SP,Slim Sallee,27,16,17,0.485,2.6,48,32,13,20,3,6,294.0,289,122,85,6,72,0,108,6,1,5,1203,131,3.18,1.228,8.8,0.2,2.2,3.3,1.5,Left,No
2,1912,SP,Bob Harmon,24,18,18,0.5,3.93,43,34,8,15,3,0,268.0,284,156,117,4,116,0,73,3,0,6,1171,87,3.83,1.493,9.5,0.1,3.9,2.5,0.63,Right,No
3,1912,SP,Bill Steele,25,9,13,0.409,4.69,40,25,10,7,0,2,194.0,245,143,101,5,66,0,67,7,0,6,870,73,3.62,1.603,11.4,0.2,3.1,3.1,1.02,Right,No
4,1912,SP,Joe Willis,22,4,9,0.308,4.44,31,17,8,4,0,2,129.2,143,83,64,3,62,0,55,5,0,3,581,77,3.85,1.581,9.9,0.2,4.3,3.8,0.89,Left,No
5,1912,RP,Rube Geyer,28,7,14,0.333,3.28,41,18,18,5,0,0,181.0,191,110,66,4,84,0,61,4,0,0,783,104,3.92,1.519,9.5,0.2,4.2,3.0,0.73,Right,No
6,1912,RP,Gene Dale,23,0,5,0.0,6.57,19,3,9,1,0,0,61.2,76,58,45,4,51,0,37,3,0,5,314,52,5.12,2.059,11.1,0.6,7.4,5.4,0.73,Right,No
7,1912,RP,Dan Griner,24,3,4,0.429,3.17,12,7,5,2,0,0,54.0,59,35,19,3,15,0,20,3,0,0,234,108,3.83,1.37,9.8,0.5,2.5,3.3,1.33,Right,No
8,1912,RP,Gene Woodburn,25,1,4,0.2,5.59,20,5,6,1,0,0,48.1,60,48,30,0,42,0,25,4,0,4,243,61,4.67,2.11,11.2,0.0,7.8,4.7,0.6,Right,No
9,1912,,Sandy Burk,25,1,3,0.25,2.42,12,4,8,2,0,1,44.2,37,19,12,0,12,0,17,1,2,2,177,142,2.96,1.097,7.5,0.0,2.4,3.4,1.42,Right,No
10,1912,,Pol Perritt,20,1,1,0.5,3.19,6,3,2,1,0,0,31.0,25,16,11,0,10,0,13,0,0,0,119,108,2.98,1.129,7.3,0.0,2.9,3.8,1.3,Right,No
11,1912,,Phil Redding,22,2,1,0.667,4.97,3,3,0,2,0,0,25.1,31,17,14,2,11,0,9,0,0,0,112,70,4.47,1.658,11.0,0.7,3.9,3.2,0.82,Right,No
12,1912,,Lou Lowdermilk,25,1,1,0.5,3.0,4,1,3,1,0,1,15.0,14,8,5,0,9,0,2,0,0,1,69,117,4.38,1.533,8.4,0.0,5.4,1.2,0.22,Left,No
13,1912,,Wheezer Dell,26,0,0,0.0,11.57,3,0,2,0,0,0,2.1,3,3,3,0,3,0,0,0,0,0,19,35,6.71,2.571,11.6,0.0,11.6,0.0,0.0,Right,No
14,1912,,Roland Howell,20,0,0,0.0,27.0,3,0,0,0,0,0,1.2,5,5,5,0,5,0,0,0,0,0,14,16,11.85,6.0,27.0,0.0,27.0,0.0,0.0,Right,No
15,1912,,Bob Ewing,39,0,0,0.0,0.0,1,1,0,0,0,0,1.1,2,0,0,0,1,0,0,0,0,0,7,0,5.1,2.25,13.5,0.0,6.8,0.0,0.0,Right,No
16,1912,,George Zackert,27,0,0,0.0,18.0,1,0,0,0,0,0,1.0,2,2,2,0,1,0,0,1,0,0,6,27,8.85,3.0,18.0,0.0,9.0,0.0,0.0,Left,No
1,1911,SP,Bob Harmon,23,23,16,0.59,3.13,51,41,7,28,2,4,348.0,290,155,121,10,181,0,144,7,0,3,1424,106,3.93,1.353,7.5,0.3,4.7,3.7,0.8,Right,No
2,1911,SP,Bill Steele,24,18,19,0.486,3.73,43,34,8,23,1,3,287.1,287,153,119,8,113,0,115,10,0,7,1189,89,3.61,1.392,9.0,0.3,3.5,3.6,1.02,Right,No
3,1911,SP,Slim Sallee,26,15,9,0.625,2.76,36,30,3,18,1,3,245.0,234,102,75,6,64,0,74,5,0,0,981,121,3.33,1.216,8.6,0.2,2.4,2.7,1.16,Left,No
4,1911,SP,Roy Golden,22,4,9,0.308,5.02,30,25,3,6,0,0,148.2,127,90,83,6,129,0,81,5,0,8,663,66,4.91,1.722,7.7,0.4,7.8,4.9,0.63,Right,No
5,1911,RP,Rube Geyer,27,9,6,0.6,3.27,29,11,12,7,1,0,148.2,141,80,54,7,56,0,46,6,0,4,606,102,4.01,1.325,8.5,0.4,3.4,2.8,0.82,Right,No
6,1911,RP,Lou Lowdermilk,24,3,4,0.429,3.46,16,3,10,3,0,0,65.0,72,39,25,0,29,0,20,5,0,5,271,97,3.72,1.554,10.0,0.0,4.0,2.8,0.69,Left,No
7,1911,RP,Gene Woodburn,24,1,5,0.167,5.4,11,6,2,1,0,0,38.1,22,32,23,0,40,0,23,6,0,2,178,62,5.17,1.617,5.2,0.0,9.4,5.4,0.58,Right,No
8,1911,RP,Grover Lowdermilk,26,0,1,0.0,7.29,11,2,4,1,1,0,33.1,37,30,27,1,33,0,15,2,0,2,158,46,5.41,2.1,10.0,0.3,8.9,4.1,0.45,Right,No
9,1911,,Joe Willis,21,0,1,0.0,4.2,2,2,0,1,0,0,15.0,13,9,7,0,4,0,5,0,0,1,60,82,2.9,1.133,7.8,0.0,2.4,3.0,1.25,Left,No
10,1911,,Gene Dale,22,0,2,0.0,6.75,5,2,2,0,0,0,14.2,13,12,11,0,16,0,13,2,0,0,70,51,4.68,1.977,8.0,0.0,9.8,8.0,0.81,Right,No
11,1911,,Ed Zmich,26,1,0,1.0,2.13,4,0,4,0,0,0,12.2,8,5,3,0,8,0,4,1,0,1,53,162,4.27,1.263,5.7,0.0,5.7,2.8,0.5,Left,No
12,1911,,Roy Radebaugh,30,0,0,0.0,2.7,2,1,1,0,0,0,10.0,6,3,3,0,4,0,1,0,0,0,38,129,3.77,1.0,5.4,0.0,3.6,0.9,0.25,Right,No
13,1911,,Jack McAdams,24,0,0,0.0,3.72,6,0,6,0,0,0,9.2,7,5,4,0,5,0,4,2,0,1,38,93,4.11,1.241,6.5,0.0,4.7,3.7,0.8,Right,No
14,1911,,Jack Reis,20,0,0,0.0,0.96,3,0,2,0,0,0,9.1,5,3,1,0,8,0,4,0,0,0,40,362,4.48,1.393,4.8,0.0,7.7,3.9,0.5,Right,No
15,1911,,George Zackert,26,0,2,0.0,11.05,4,1,2,0,0,0,7.1,17,13,9,0,6,0,6,0,0,0,41,32,3.59,3.136,20.9,0.0,7.4,7.4,1.0,Left,No
16,1911,,Pete Standridge,19,0,0,0.0,9.64,2,0,0,0,0,0,4.2,10,10,5,0,4,0,3,1,0,0,28,38,4.7,3.0,19.3,0.0,7.7,5.8,0.75,Right,No
17,1911,,Bunny Hearn,20,0,0,0.0,13.5,2,0,2,0,0,0,2.2,7,4,4,1,0,0,1,0,0,0,13,29,6.89,2.625,23.6,3.4,0.0,3.4,0.0,Left,No
18,1911,,Harry Camnitz,26,1,0,1.0,0.0,2,0,2,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,7,0,2.27,0.5,0.0,0.0,4.5,9.0,2.0,Right,No
1,1910,SP,Bob Harmon,22,13,15,0.464,4.46,43,33,7,15,0,2,236.0,227,128,117,1,133,0,87,7,1,12,1019,67,3.41,1.525,8.7,0.0,5.1,3.3,0.65,Right,No
2,1910,SP,Johnny Lush,24,14,13,0.519,3.2,36,25,7,13,1,1,225.1,235,116,80,6,70,0,54,7,0,5,929,93,3.21,1.354,9.4,0.2,2.8,2.2,0.77,Left,No
3,1910,SP,Vic Willis,34,9,12,0.429,3.35,33,23,10,12,1,3,212.0,224,113,79,6,61,0,67,1,0,3,876,89,2.93,1.344,9.5,0.3,2.6,2.8,1.1,Right,No
4,1910,SP,Frank Corridon,29,6,14,0.3,3.81,30,18,9,9,0,3,156.0,168,88,66,1,55,0,51,9,1,7,658,78,2.97,1.429,9.7,0.1,3.2,2.9,0.93,Right,No
5,1910,SP,Slim Sallee,25,7,8,0.467,2.97,18,13,5,9,1,2,115.0,112,44,38,4,24,0,46,1,0,0,472,100,2.62,1.183,8.8,0.3,1.9,3.6,1.92,Left,No
6,1910,RP,Les Backman,22,6,7,0.462,3.03,26,11,11,5,0,2,116.0,117,55,39,4,53,0,41,2,0,3,497,98,3.48,1.466,9.1,0.3,4.1,3.2,0.77,Right,No
7,1910,RP,Elmer Rieger,21,0,2,0.0,5.48,13,1,9,0,0,0,21.1,26,16,13,1,7,0,9,1,0,0,88,55,3.2,1.547,11.0,0.4,3.0,3.8,1.29,Right,No
8,1910,,Bill Steele,23,4,4,0.5,3.27,9,8,1,8,0,1,71.2,71,35,26,1,24,0,25,6,0,2,299,91,3.05,1.326,8.9,0.1,3.0,3.1,1.04,Right,No
9,1910,,Roy Golden,21,2,3,0.4,4.43,7,6,1,3,0,0,42.2,44,28,21,3,33,0,31,2,0,1,189,68,4.24,1.805,9.3,0.6,7.0,6.5,0.94,Right,No
10,1910,,Bunny Hearn,19,1,3,0.25,5.08,5,5,0,4,0,0,39.0,49,22,22,2,16,0,14,1,0,0,169,59,3.57,1.667,11.3,0.5,3.7,3.2,0.88,Left,No
11,1910,,Ed Zmich,25,0,5,0.0,6.25,9,6,3,2,0,0,36.0,38,27,25,0,29,0,19,3,1,4,157,48,3.93,1.861,9.5,0.0,7.3,4.8,0.66,Left,No
12,1910,,Cy Alberts,28,1,2,0.333,6.18,4,3,1,2,0,0,27.2,35,22,19,1,20,0,10,0,0,1,126,49,4.23,1.988,11.4,0.3,6.5,3.3,0.5,Right,No
13,1910,,Eddie Higgins,22,0,1,0.0,4.35,2,0,1,0,0,0,10.1,15,8,5,0,7,0,1,0,0,0,50,71,4.15,2.129,13.1,0.0,6.1,0.9,0.14,Right,No
14,1910,,Charlie Pickett,27,0,0,0.0,1.5,2,0,2,0,0,0,6.0,7,2,1,0,2,0,2,0,0,0,27,215,2.65,1.5,10.5,0.0,3.0,3.0,1.0,Right,No
15,1910,,John Raleigh,23,0,0,0.0,9.0,3,1,0,0,0,0,5.0,8,5,5,0,0,0,2,0,0,0,22,36,1.51,1.6,14.4,0.0,0.0,3.6,0.0,Left,No
16,1910,,Harry Patton?,26,0,0,0.0,2.25,1,0,1,0,0,0,4.0,4,2,1,0,2,0,2,0,0,0,17,149,2.81,1.5,9.0,0.0,4.5,4.5,1.0,Right,No
17,1910,,Rube Geyer,26,0,1,0.0,4.5,4,0,2,0,0,0,4.0,5,3,2,0,3,0,5,0,0,1,20,74,2.06,2.0,11.3,0.0,6.8,11.3,1.67,Right,No
18,1910,,Ed Konetchy,24,0,0,0.0,4.5,1,0,0,0,0,0,4.0,4,2,2,0,1,0,0,0,0,0,16,74,3.06,1.25,9.0,0.0,2.3,0.0,0.0,Right,No
19,1910,,Roger Bresnahan,31,0,0,0.0,0.0,1,0,1,0,0,0,3.1,6,1,0,0,1,0,0,0,0,0,16,0,3.21,2.1,16.2,0.0,2.7,0.0,0.0,Right,No
20,1910,,Bill O'Hara,28,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
21,1910,,Bill Chambers,21,0,0,0.0,0.0,1,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,4,0,2.31,1.0,9.0,0.0,0.0,0.0,0.0,Right,No
1,1909,SP,Fred Beebe,29,15,21,0.417,2.82,44,34,9,18,1,1,287.2,256,142,90,5,104,0,105,7,0,15,1229,89,2.87,1.251,8.0,0.2,3.3,3.3,1.01,Right,No
2,1909,SP,Johnny Lush,23,11,18,0.379,3.13,34,28,5,21,2,0,221.1,215,96,77,1,69,0,66,10,0,6,907,80,2.75,1.283,8.7,0.0,2.8,2.7,0.96,Left,No
3,1909,SP,Slim Sallee,24,10,11,0.476,2.42,32,27,5,12,1,0,219.0,223,107,59,3,59,0,55,5,0,1,910,104,2.77,1.288,9.2,0.1,2.4,2.3,0.93,Left,No
4,1909,SP,Bob Harmon,21,6,11,0.353,3.68,21,17,3,10,0,0,159.0,155,85,65,6,65,0,48,4,1,7,655,68,3.41,1.384,8.8,0.3,3.7,2.7,0.74,Right,No
5,1909,SP,Les Backman,21,3,11,0.214,4.14,21,15,6,8,0,0,128.1,146,69,59,1,39,0,35,3,0,4,526,61,2.75,1.442,10.2,0.1,2.7,2.5,0.9,Right,No
6,1909,SP,John Raleigh,22,1,10,0.091,3.79,15,10,3,3,0,0,80.2,85,42,34,0,21,0,26,3,0,2,322,67,2.46,1.314,9.5,0.0,2.3,2.9,1.24,Left,No
7,1909,RP,Eddie Higgins,21,3,3,0.5,4.5,16,5,7,5,0,0,66.0,68,36,33,4,17,0,15,1,0,3,267,56,3.37,1.288,9.3,0.5,2.3,2.0,0.88,Right,No
